PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28508125","Judgement bias in pigs is independent of performance in a spatial holeboard task and conditional discrimination learning","Roelofs S, Murphy E, Ni H, Gieling E, Nordquist RE, van der Staay FJ.","Anim Cogn. 2017 Jul;20(4):739-753. doi: 10.1007/s10071-017-1095-5. Epub 2017 May 15.","Roelofs S","Anim Cogn","2017","2017/05/17","PMC5486501","","10.1007/s10071-017-1095-5"
"30933692","Neural mechanisms of internal distraction suppression in visual attention","Rajan A, Meyyappan S, Walker H, Henry Samuel IB, Hu Z, Ding M.","Cortex. 2019 Aug;117:77-88. doi: 10.1016/j.cortex.2019.02.026. Epub 2019 Mar 6.","Rajan A","Cortex","2019","2019/04/02","PMC6686907","NIHMS1525812","10.1016/j.cortex.2019.02.026"
"24420648","Understanding age-related reductions in visual working memory capacity: examining the stages of change detection","Ko PC, Duda B, Hussey E, Mason E, Molitor RJ, Woodman GF, Ally BA.","Atten Percept Psychophys. 2014 Oct;76(7):2015-30. doi: 10.3758/s13414-013-0585-z.","Ko PC","Atten Percept Psychophys","2014","2014/01/15","PMC4098047","NIHMS555904","10.3758/s13414-013-0585-z"
"36332697","Age-related differences in Default Mode Network resting-state functional connectivity but not gray matter volume relate to sacrificial moral decision-making and working memory performance","Daley RT, Kensinger EA.","Neuropsychologia. 2022 Dec 15;177:108399. doi: 10.1016/j.neuropsychologia.2022.108399. Epub 2022 Nov 1.","Daley RT","Neuropsychologia","2022","2022/11/04","","","10.1016/j.neuropsychologia.2022.108399"
"11017719","The development of working memory: exploring the complementarity of two models","Kemps E, De Rammelaere S, Desmet T.","J Exp Child Psychol. 2000 Oct;77(2):89-109. doi: 10.1006/jecp.2000.2589.","Kemps E","J Exp Child Psychol","2000","2000/10/06","","","10.1006/jecp.2000.2589"
"33428007","Information stored in memory affects abductive reasoning","Klichowicz A, Lippoldt DE, Rosner A, Krems JF.","Psychol Res. 2021 Nov;85(8):3119-3133. doi: 10.1007/s00426-020-01460-8. Epub 2021 Jan 11.","Klichowicz A","Psychol Res","2021","2021/01/11","PMC8476388","","10.1007/s00426-020-01460-8"
"35473394","Interhemispheric Connectivity Supports Load-Dependent Working Memory Maintenance for Complex Visual Stimuli","Plaska CR, Ortega J, Gomes BA, Ellmore TM.","Brain Connect. 2022 Dec;12(10):892-904. doi: 10.1089/brain.2021.0171. Epub 2022 Jun 1.","Plaska CR","Brain Connect","2022","2022/04/27","","","10.1089/brain.2021.0171"
"16983390","Prefrontal hyperactivation during working memory task in untreated individuals with major depressive disorder","Matsuo K, Glahn DC, Peluso MA, Hatch JP, Monkul ES, Najt P, Sanches M, Zamarripa F, Li J, Lancaster JL, Fox PT, Gao JH, Soares JC.","Mol Psychiatry. 2007 Feb;12(2):158-66. doi: 10.1038/sj.mp.4001894. Epub 2006 Sep 19.","Matsuo K","Mol Psychiatry","2007","2006/09/20","","","10.1038/sj.mp.4001894"
"34135392","Effects of transcranial direct current stimulation combined with listening to preferred music on memory in older adults","Chow R, Noly-Gandon A, Moussard A, Ryan JD, Alain C.","Sci Rep. 2021 Jun 16;11(1):12638. doi: 10.1038/s41598-021-91977-8.","Chow R","Sci Rep","2021","2021/06/17","PMC8209223","","10.1038/s41598-021-91977-8"
"34116321","The importance of working memory capacity for improving speech in noise comprehension in children with hearing aid","Javanbakht M, Moosavi MB, Vahedi M.","Int J Pediatr Otorhinolaryngol. 2021 Aug;147:110774. doi: 10.1016/j.ijporl.2021.110774. Epub 2021 May 24.","Javanbakht M","Int J Pediatr Otorhinolaryngol","2021","2021/06/11","","","10.1016/j.ijporl.2021.110774"
"27918285","Humans and monkeys use different strategies to solve the same short-term memory tasks","Wittig JH Jr, Morgan B, Masseau E, Richmond BJ.","Learn Mem. 2016 Oct 17;23(11):644-647. doi: 10.1101/lm.041764.116. Print 2016 Nov.","Wittig JH Jr","Learn Mem","2016","2016/12/06","PMC5066608","","10.1101/lm.041764.116"
"32748238","The Free-movement pattern Y-maze: A cross-species measure of working memory and executive function","Cleal M, Fontana BD, Ranson DC, McBride SD, Swinny JD, Redhead ES, Parker MO.","Behav Res Methods. 2021 Apr;53(2):536-557. doi: 10.3758/s13428-020-01452-x.","Cleal M","Behav Res Methods","2021","2020/08/05","PMC8062322","","10.3758/s13428-020-01452-x"
"30075635","Inter-modality influence on the brainstem using an arithmetic exercise","Al Osman R, Al Osman H.","J Acoust Soc Am. 2018 Jul;144(1):EL26. doi: 10.1121/1.5045191.","Al Osman R","J Acoust Soc Am","2018","2018/08/05","","","10.1121/1.5045191"
"34519073","How physical activity, fitness, and motor skills contribute to math performance: Working memory as a mediating factor","Syväoja HJ, Kankaanpää A, Hakonen H, Inkinen V, Kulmala J, Joensuu L, Räsänen P, Hillman CH, Tammelin TH.","Scand J Med Sci Sports. 2021 Dec;31(12):2310-2321. doi: 10.1111/sms.14049. Epub 2021 Oct 5.","Syväoja HJ","Scand J Med Sci Sports","2021","2021/09/14","","","10.1111/sms.14049"
"26303025","Time scale dependence of the center of pressure entropy: What characteristics of the neuromuscular postural control system influence stabilographic entropic half-life?","Federolf P, Zandiyeh P, von Tscharner V.","Exp Brain Res. 2015 Dec;233(12):3507-15. doi: 10.1007/s00221-015-4420-8. Epub 2015 Aug 25.","Federolf P","Exp Brain Res","2015","2015/08/26","","","10.1007/s00221-015-4420-8"
"31739290","Machine learning validation of EEG+tACS artefact removal","Kohli S, Casson AJ.","J Neural Eng. 2020 Jan 24;17(1):016034. doi: 10.1088/1741-2552/ab58a3.","Kohli S","J Neural Eng","2020","2019/11/19","","","10.1088/1741-2552/ab58a3"
"22682907","Practice effects in the developing brain: a pilot study","Jolles DD, van Buchem MA, Rombouts SA, Crone EA.","Dev Cogn Neurosci. 2012 Feb 15;2 Suppl 1(Suppl 1):S180-91. doi: 10.1016/j.dcn.2011.09.001. Epub 2011 Sep 9.","Jolles DD","Dev Cogn Neurosci","2012","2012/06/12","PMC6987657","","10.1016/j.dcn.2011.09.001"
"35617226","Modeling associations of English proficiency and working memory with mathematics growth","Hall GJ, Albers CA.","Sch Psychol. 2022 Jul;37(4):339-354. doi: 10.1037/spq0000506. Epub 2022 May 26.","Hall GJ","Sch Psychol","2022","2022/05/26","","","10.1037/spq0000506"
"21306732","Inefficiently increased anterior cingulate modulation of cortical systems during working memory in young offspring of schizophrenia patients","Bakshi N, Pruitt P, Radwan J, Keshavan MS, Rajan U, Zajac-Benitez C, Diwadkar VA.","J Psychiatr Res. 2011 Aug;45(8):1067-76. doi: 10.1016/j.jpsychires.2011.01.002. Epub 2011 Feb 9.","Bakshi N","J Psychiatr Res","2011","2011/02/11","","","10.1016/j.jpsychires.2011.01.002"
"11394682","Working memory and focal attention","McElree B.","J Exp Psychol Learn Mem Cogn. 2001 May;27(3):817-35.","McElree B","J Exp Psychol Learn Mem Cogn","2001","2001/06/08","PMC3077110","NIHMS186252",""
"20144660","Tagging items in spatial working memory: a unit-recording study in the rat medial prefrontal cortex","de Saint Blanquat P, Hok V, Alvernhe A, Save E, Poucet B.","Behav Brain Res. 2010 Jun 19;209(2):267-73. doi: 10.1016/j.bbr.2010.02.004. Epub 2010 Feb 6.","de Saint Blanquat P","Behav Brain Res","2010","2010/02/11","","","10.1016/j.bbr.2010.02.004"
"30852738","Where to place the rewards? Exploration bias in mice influences performance in the classic hole-board spatial memory test","Sampedro-Piquero P, Mañas-Padilla MC, Ávila-Gámiz F, Gil-Rodríguez S, Santín LJ, Castilla-Ortega E.","Anim Cogn. 2019 May;22(3):433-443. doi: 10.1007/s10071-019-01256-3. Epub 2019 Mar 9.","Sampedro-Piquero P","Anim Cogn","2019","2019/03/11","","","10.1007/s10071-019-01256-3"
"25465313","Consolidation time affects performance and neural activity during visual working memory","Knöchel C, Oertel-Knöchel V, Bittner R, Stäblein M, Heselhaus V, Prvulovic D, Fusser F, Karakaya T, Pantel J, Maurer K, Linden DE.","Psychiatry Res. 2015 Jan 30;231(1):33-41. doi: 10.1016/j.pscychresns.2014.10.025. Epub 2014 Nov 10.","Knöchel C","Psychiatry Res","2015","2014/12/04","","","10.1016/j.pscychresns.2014.10.025"
"26992704","Executive performance and dysexecutive symptoms in binge drinking adolescents","Gil-Hernandez S, Garcia-Moreno LM.","Alcohol. 2016 Mar;51:79-87. doi: 10.1016/j.alcohol.2016.01.003. Epub 2016 Mar 1.","Gil-Hernandez S","Alcohol","2016","2016/03/20","","","10.1016/j.alcohol.2016.01.003"
"29181814","A high working memory load prior to memory retrieval reduces craving in non-treatment seeking problem drinkers","Kaag AM, Goudriaan AE, De Vries TJ, Pattij T, Wiers RW.","Psychopharmacology (Berl). 2018 Mar;235(3):695-708. doi: 10.1007/s00213-017-4785-4. Epub 2017 Nov 27.","Kaag AM","Psychopharmacology (Berl)","2018","2017/11/29","PMC5847068","","10.1007/s00213-017-4785-4"
"23458400","Cognitive and behavioral aspects of executive functions in children born very preterm","Ritter BC, Perrig W, Steinlin M, Everts R.","Child Neuropsychol. 2014 Mar;20(2):129-44. doi: 10.1080/09297049.2013.773968. Epub 2013 Mar 4.","Ritter BC","Child Neuropsychol","2014","2013/03/06","","","10.1080/09297049.2013.773968"
"28968894","The Causal Role of the Prefrontal Cortex and Somatosensory Cortex in Tactile Working Memory","Zhao D, Zhou YD, Bodner M, Ku Y.","Cereb Cortex. 2018 Oct 1;28(10):3468-3477. doi: 10.1093/cercor/bhx213.","Zhao D","Cereb Cortex","2018","2017/10/03","","","10.1093/cercor/bhx213"
"26257053","Parietal and Frontal Cortex Encode Stimulus-Specific Mnemonic Representations during Visual Working Memory","Ester EF, Sprague TC, Serences JT.","Neuron. 2015 Aug 19;87(4):893-905. doi: 10.1016/j.neuron.2015.07.013. Epub 2015 Aug 6.","Ester EF","Neuron","2015","2015/08/11","PMC4545683","NIHMS710765","10.1016/j.neuron.2015.07.013"
"23249354","Building blocks of visual working memory: objects or Boolean maps?","Shen M, Yu W, Xu X, Gao Z.","J Cogn Neurosci. 2013 May;25(5):743-53. doi: 10.1162/jocn_a_00348. Epub 2012 Dec 18.","Shen M","J Cogn Neurosci","2013","2012/12/20","","","10.1162/jocn_a_00348"
"22004270","Drifting from slow to ""D'oh!"": working memory capacity and mind wandering predict extreme reaction times and executive control errors","McVay JC, Kane MJ.","J Exp Psychol Learn Mem Cogn. 2012 May;38(3):525-549. doi: 10.1037/a0025896. Epub 2011 Oct 17.","McVay JC","J Exp Psychol Learn Mem Cogn","2012","2011/10/19","PMC3395723","NIHMS382264","10.1037/a0025896"
"15717850","The influence of low-frequency left prefrontal repetitive transcranial magnetic stimulation on memory for words but not for faces","Skrdlantová L, Horácek J, Dockery C, Lukavský J, Kopecek M, Preiss M, Novák T, Höschl C.","Physiol Res. 2005;54(1):123-128. doi: 10.33549/physiolres.930667.","Skrdlantová L","Physiol Res","2005","2005/02/19","","","10.33549/physiolres.930667"
"30732844","Mindfulness training as cognitive training in high-demand cohorts: An initial study in elite military servicemembers","Zanesco AP, Denkova E, Rogers SL, MacNulty WK, Jha AP.","Prog Brain Res. 2019;244:323-354. doi: 10.1016/bs.pbr.2018.10.001. Epub 2018 Nov 27.","Zanesco AP","Prog Brain Res","2019","2019/02/09","","","10.1016/bs.pbr.2018.10.001"
"22432421","Object working memory performance depends on microstructure of the frontal-occipital fasciculus","Walsh M, Montojo CA, Sheu YS, Marchette SA, Harrison DM, Newsome SD, Zhou F, Shelton AL, Courtney SM.","Brain Connect. 2011;1(4):317-29. doi: 10.1089/brain.2011.0037.","Walsh M","Brain Connect","2011","2012/03/22","PMC3319977","NIHMS366159","10.1089/brain.2011.0037"
"8472759","Working memory deficits induced by intrahippocampal administration of 8-OH-DPAT, a 5-HT1A receptor agonist, in the rat","Ohno M, Yamamoto T, Watanabe S.","Eur J Pharmacol. 1993 Mar 30;234(1):29-34. doi: 10.1016/0014-2999(93)90702-j.","Ohno M","Eur J Pharmacol","1993","1993/03/30","","","10.1016/0014-2999(93)90702-j"
"12591591","Language comprehension and working memory language comprehension and working memory deficits in patients with schizophrenia","Bagner DM, Melinder MR, Barch DM.","Schizophr Res. 2003 Apr 1;60(2-3):299-309. doi: 10.1016/s0920-9964(02)00280-3.","Bagner DM","Schizophr Res","2003","2003/02/20","","","10.1016/s0920-9964(02)00280-3"
"30798011","Age-related differences in reallocating cognitive resources when dealing with interruptions","Arnau S, Wascher E, Küper K.","Neuroimage. 2019 May 1;191:292-302. doi: 10.1016/j.neuroimage.2019.02.048. Epub 2019 Feb 21.","Arnau S","Neuroimage","2019","2019/02/25","","","10.1016/j.neuroimage.2019.02.048"
"35240490","Reduced modulation of BOLD variability as a function of cognitive load in healthy aging","Rieck JR, DeSouza B, Baracchini G, Grady CL.","Neurobiol Aging. 2022 Apr;112:215-230. doi: 10.1016/j.neurobiolaging.2022.01.010. Epub 2022 Feb 5.","Rieck JR","Neurobiol Aging","2022","2022/03/03","","","10.1016/j.neurobiolaging.2022.01.010"
"34555409","The effects of acute stress on attentional networks and working memory in females","Stone C, Ney L, Felmingham K, Nichols D, Matthews A.","Physiol Behav. 2021 Dec 1;242:113602. doi: 10.1016/j.physbeh.2021.113602. Epub 2021 Sep 20.","Stone C","Physiol Behav","2021","2021/09/23","","","10.1016/j.physbeh.2021.113602"
"34428783","Shared Neural Circuits for Visuospatial Working Memory and Arithmetic in Children and Adults","Matejko AA, Ansari D.","J Cogn Neurosci. 2021 May 1;33(6):1003-1019. doi: 10.1162/jocn_a_01695.","Matejko AA","J Cogn Neurosci","2021","2021/08/24","","","10.1162/jocn_a_01695"
"29116142","Working memory, attention, and salience in active inference","Parr T, Friston KJ.","Sci Rep. 2017 Nov 7;7(1):14678. doi: 10.1038/s41598-017-15249-0.","Parr T","Sci Rep","2017","2017/11/09","PMC5676961","","10.1038/s41598-017-15249-0"
"27997956","The Effects of Sentence Repetition-Based Working Memory Treatment on Sentence Comprehension Abilities in Individuals With Aphasia","Eom B, Sung JE.","Am J Speech Lang Pathol. 2016 Dec 1;25(4S):S823-S838. doi: 10.1044/2016_AJSLP-15-0151.","Eom B","Am J Speech Lang Pathol","2016","2016/12/21","","","10.1044/2016_AJSLP-15-0151"
"26454238","An aberrant link between gamma oscillation and functional connectivity in Aβ1-42-mediated memory deficits in rats","Liu T, Bai W, Wang J, Tian X.","Behav Brain Res. 2016 Jan 15;297:51-8. doi: 10.1016/j.bbr.2015.10.008. Epub 2015 Oct 22.","Liu T","Behav Brain Res","2016","2015/10/11","","","10.1016/j.bbr.2015.10.008"
"31858267","Disruption of gamma-delta relationship related to working memory deficits in first-episode psychosis","Missonnier P, Prévot A, Herrmann FR, Ventura J, Padée A, Merlo MCG.","J Neural Transm (Vienna). 2020 Jan;127(1):103-115. doi: 10.1007/s00702-019-02126-5. Epub 2019 Dec 19.","Missonnier P","J Neural Transm (Vienna)","2020","2019/12/21","","","10.1007/s00702-019-02126-5"
"23175851","Task-relevant and accessory items in working memory have opposite effects on activity in extrastriate cortex","Peters JC, Roelfsema PR, Goebel R.","J Neurosci. 2012 Nov 21;32(47):17003-11. doi: 10.1523/JNEUROSCI.0591-12.2012.","Peters JC","J Neurosci","2012","2012/11/24","PMC6621752","","10.1523/JNEUROSCI.0591-12.2012"
"23888759","[Correlations between working memory effectiveness and depression levels after pharmacological therapy]","Talarowska M, Zboralski K, Gałecki P.","Psychiatr Pol. 2013 Mar-Apr;47(2):255-67.","Talarowska M","Psychiatr Pol","2013","2013/07/30","","",""
"22526081","Assessment of working-memory deficits in patients with mild cognitive impairment and Alzheimer's dementia using Wechsler's Working Memory Index","Kessels RP, Molleman PW, Oosterman JM.","Aging Clin Exp Res. 2011 Oct-Dec;23(5-6):487-90. doi: 10.1007/BF03325245.","Kessels RP","Aging Clin Exp Res","2011","2012/04/25","","","10.1007/BF03325245"
"26076331","Working memory capacity and recall from long-term memory: Examining the influences of encoding strategies, study time allocation, search efficiency, and monitoring abilities","Unsworth N.","J Exp Psychol Learn Mem Cogn. 2016 Jan;42(1):50-61. doi: 10.1037/xlm0000148. Epub 2015 Jun 15.","Unsworth N","J Exp Psychol Learn Mem Cogn","2016","2015/06/16","","","10.1037/xlm0000148"
"22047869","Sexual orientation and spatial memory","Cánovas MR, Cimadevilla JM.","Psicothema. 2011 Nov;23(4):752-8.","Cánovas MR","Psicothema","2011","2011/11/04","","",""
"29481526","Change of information represented by thalamic mediodorsal neurons during the delay period","Watanabe Y, Funahashi S.","Neuroreport. 2018 Apr 11;29(6):466-471. doi: 10.1097/WNR.0000000000000998.","Watanabe Y","Neuroreport","2018","2018/02/27","","","10.1097/WNR.0000000000000998"
"14568500","Effects of noise from functional magnetic resonance imaging on auditory event-related potentials in working memory task","Novitski N, Anourova I, Martinkauppi S, Aronen HJ, Näätänen R, Carlson S.","Neuroimage. 2003 Oct;20(2):1320-8. doi: 10.1016/S1053-8119(03)00390-2.","Novitski N","Neuroimage","2003","2003/10/22","","","10.1016/S1053-8119(03)00390-2"
"29226786","Temporal grouping effects in musical short-term memory","Gorin S, Mengal P, Majerus S.","Memory. 2018 Jul;26(6):831-843. doi: 10.1080/09658211.2017.1414848. Epub 2017 Dec 11.","Gorin S","Memory","2018","2017/12/12","","","10.1080/09658211.2017.1414848"
"20853101","Similar prefrontal cortical activities between general fluid intelligence and visuospatial working memory tasks in preschool children as revealed by optical topography","Kuwajima M, Sawaguchi T.","Exp Brain Res. 2010 Oct;206(4):381-97. doi: 10.1007/s00221-010-2415-z. Epub 2010 Sep 19.","Kuwajima M","Exp Brain Res","2010","2010/09/21","","","10.1007/s00221-010-2415-z"
"33453265","An ERP investigation of the working memory stroop effect","Wang W, Qi M, Gao H.","Neuropsychologia. 2021 Feb 12;152:107752. doi: 10.1016/j.neuropsychologia.2021.107752. Epub 2021 Jan 13.","Wang W","Neuropsychologia","2021","2021/01/16","","","10.1016/j.neuropsychologia.2021.107752"
"26082279","There is no convincing evidence that working memory training is effective: A reply to Au et al. (2014) and Karbach and Verhaeghen (2014)","Melby-Lervåg M, Hulme C.","Psychon Bull Rev. 2016 Feb;23(1):324-30. doi: 10.3758/s13423-015-0862-z.","Melby-Lervåg M","Psychon Bull Rev","2016","2015/06/18","","","10.3758/s13423-015-0862-z"
"20303715","Subjective rating of working memory is associated with frontal lobe volume in schizophrenia","Garlinghouse MA, Roth RM, Isquith PK, Flashman LA, Saykin AJ.","Schizophr Res. 2010 Jul;120(1-3):71-5. doi: 10.1016/j.schres.2010.02.1067. Epub 2010 Mar 20.","Garlinghouse MA","Schizophr Res","2010","2010/03/23","PMC2900432","NIHMS189786","10.1016/j.schres.2010.02.1067"
